family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
colocalization custom editors,colocalization-custom-middle-geometry,marker-key empty message top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,multi-select editor child gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
asset backed combos,asset-backed-combo-geometry,empty asset-backed combo left cell inset,11.00,11.00,0.00,zero-delta,ControlGeometry.COMBO_CELL_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-geometry.csv
asset backed combos,asset-backed-combo-geometry,populated asset-backed combo left cell inset,11.00,11.00,0.00,zero-delta,ControlGeometry.COMBO_CELL_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-geometry.csv
asset backed combos,asset-backed-combo-geometry,asset combo vertical row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-geometry.csv
asset backed combos,asset-backed-combo-popup-geometry,combo popup list left to row,2.00,2.00,0.00,zero-delta,SURFACE_BORDER_WIDTH * 2,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-popup-geometry.csv
asset backed combos,asset-backed-combo-popup-geometry,combo popup row text inset,10.00,10.00,0.00,zero-delta,ControlGeometry.COMBO_CELL_HORIZONTAL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-popup-geometry.csv
asset backed combos,asset-backed-combo-popup-geometry,combo popup row gap,0.00,0.00,0.00,zero-delta,combo popup rows are contiguous,/private/tmp/astra-gui-dynamic-margin-closure-v40-asset-combo/asset-backed-combo-popup-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key first row left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key first row top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key row gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key label to input gap,4.00,4.00,0.00,zero-delta,NESTED_FIELD_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key input left rail,0.00,0.00,0.00,zero-delta,nested field input shares marker-key row left edge,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
marker key map editor,marker-key-map-geometry,populated marker-key input right rail,0.00,0.00,0.00,zero-delta,nested field input reaches marker-key row right edge,/private/tmp/astra-gui-dynamic-margin-closure-v41-marker-key-map/marker-key-map-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel title left inset,15.00,15.00,0.00,zero-delta,CHANNEL_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel title top inset,15.00,15.00,0.00,zero-delta,CHANNEL_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel panel child vertical gap,8.00,8.00,0.00,zero-delta,CHANNEL_PANEL_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel chip horizontal gap,8.00,8.00,0.00,zero-delta,CHANNEL_CHIP_HORIZONTAL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel chip left inset to swatch,9.00,9.00,0.00,zero-delta,CHANNEL_CHIP_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel chip swatch size,12.00,12.00,0.00,zero-delta,CHANNEL_SWATCH_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel chip centered swatch top inset,7.50,7.50,0.00,zero-delta,(chip height - rendered swatch height) / 2,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel swatch to label gap,6.00,6.00,0.00,zero-delta,CHANNEL_CHIP_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
populated channel panel,channel-panel-populated-geometry,channel chip right inset from label,9.00,9.00,0.00,zero-delta,CHANNEL_CHIP_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v42-channel-populated/channel-panel-populated-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header context menu width,390.00,390.00,0.00,zero-delta,HeaderGeometry.MENU_POPUP_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header simple menu item left inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header simple menu item right inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header simple menu label left inset,7.00,7.00,0.00,zero-delta,HeaderGeometry.ACTION_CLUSTER_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw launcher min x,854.00,854.00,0.00,zero-delta,observed launcher window min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw launcher max x,1706.00,1706.00,0.00,zero-delta,observed launcher window max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw button min x,866.00,866.00,0.00,zero-delta,observed active menu button min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw button max x,948.00,948.00,0.00,zero-delta,observed active menu button max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw popup width,414.00,414.00,0.00,zero-delta,observed visible menu width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw popup window width,414.00,414.00,0.00,zero-delta,observed popup window width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu left-aligned candidate x,866.00,866.00,0.00,zero-delta,button min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu right-aligned candidate x,534.00,534.00,0.00,zero-delta,button max x - visible menu width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw popup window x,866.00,866.00,0.00,zero-delta,observed JavaFX popup shell window x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu raw popup anchor x,878.00,878.00,0.00,zero-delta,observed JavaFX PopupWindow.anchorX,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu window x minus anchor x,-12.00,-12.00,0.00,zero-delta,popup window x - PopupWindow.anchorX,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header menu visible content offset,0.00,0.00,0.00,zero-delta,visible menu box offset from popup window,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header rendered menu box adaptive x placement,866.00,866.00,0.00,zero-delta,"preferredHeaderMenuX(launcher, button, context-menu box width, MENU_EDGE_MARGIN)",/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header rendered menu box x minus preferred x,0.00,0.00,0.00,zero-delta,context-menu box x - preferredHeaderMenuX(...),/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header popup shell left inset,0.00,0.00,0.00,zero-delta,context-menu box min x - popup window x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-left-default-geometry,header popup shell right inset,0.00,0.00,0.00,zero-delta,popup window max x - context-menu box max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-left-default-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header context menu width,390.00,390.00,0.00,zero-delta,HeaderGeometry.MENU_POPUP_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header simple menu item left inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header simple menu item right inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header simple menu label left inset,7.00,7.00,0.00,zero-delta,HeaderGeometry.ACTION_CLUSTER_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw launcher min x,1055.00,1055.00,0.00,zero-delta,observed launcher window min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw launcher max x,1505.00,1505.00,0.00,zero-delta,observed launcher window max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw button min x,1411.00,1411.00,0.00,zero-delta,observed active menu button min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw button max x,1493.00,1493.00,0.00,zero-delta,observed active menu button max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw popup width,414.00,414.00,0.00,zero-delta,observed visible menu width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw popup window width,414.00,414.00,0.00,zero-delta,observed popup window width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu left-aligned candidate x,1411.00,1411.00,0.00,zero-delta,button min x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu right-aligned candidate x,1079.00,1079.00,0.00,zero-delta,button max x - visible menu width,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw popup window x,1079.00,1079.00,0.00,zero-delta,observed JavaFX popup shell window x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu raw popup anchor x,1091.00,1091.00,0.00,zero-delta,observed JavaFX PopupWindow.anchorX,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu window x minus anchor x,-12.00,-12.00,0.00,zero-delta,popup window x - PopupWindow.anchorX,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header menu visible content offset,0.00,0.00,0.00,zero-delta,visible menu box offset from popup window,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header rendered menu box adaptive x placement,1079.00,1079.00,0.00,zero-delta,"preferredHeaderMenuX(launcher, button, context-menu box width, MENU_EDGE_MARGIN)",/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header rendered menu box x minus preferred x,0.00,0.00,0.00,zero-delta,context-menu box x - preferredHeaderMenuX(...),/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header popup shell left inset,0.00,0.00,0.00,zero-delta,context-menu box min x - popup window x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown placement,header-menu-right-overflow-geometry,header popup shell right inset,0.00,0.00,0.00,zero-delta,popup window max x - context-menu box max x,/private/tmp/astra-gui-dynamic-margin-closure-v45-header-placement/header-menu-right-overflow-geometry.csv
header dropdown clamp,header-menu-clamp-too-narrow-geometry,header context menu width,390.00,390.00,0.00,zero-delta,HeaderGeometry.MENU_POPUP_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v46-header-clamp/header-menu-clamp-too-narrow-geometry.csv
header dropdown clamp,header-menu-clamp-too-narrow-geometry,header simple menu item left inset,6.00,6.00,0.00,zero-delta,HeaderGeometry.SIMPLE_MENU_ITEM_SHELL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v46-header-clamp/header-menu-clamp-too-narrow-geometry.csv
